2.300261437908496590e-02,2.907895424836601239e-02,3.534200435729847184e-02,4.088100217864923391e-02,4.591694989106754471e-02,4.776370370370369711e-02,5.682614379084967998e-02,5.037315904139432615e-02,5.046396514161220065e-02,5.038405228758169319e-02,4.398474945533768082e-02,3.972348583877995803e-02,4.298126361655773414e-02,4.089185185185185284e-02,4.033542483660131073e-02,3.891202614379084962e-02,3.726440087145969915e-02,3.356714596949891133e-02,3.567786492374728363e-02,2.822361655773420949e-02,2.661071895424836284e-02,2.538718954248365620e-02,2.497982570806099589e-02,2.239559912854030554e-02,2.300261437908496590e-02
2.345982570806099884e-02,2.957899782135076094e-02,3.561394335511981757e-02,4.099028322440087524e-02,4.557777777777776568e-02,4.737472766884531783e-02,5.682614379084967998e-02,5.101664488017428750e-02,5.042540305010893148e-02,5.019873638344226480e-02,4.667119825708060388e-02,4.046470588235293736e-02,3.790183006535947224e-02,4.100422657952070005e-02,4.236039215686274867e-02,4.055677559912853475e-02,3.693468409586056489e-02,3.378352941176470531e-02,3.567786492374728363e-02,2.844705882352941556e-02,2.541115468409586159e-02,2.547647058823529487e-02,2.384091503267973811e-02,2.104923747276688656e-02,2.345982570806099884e-02
2.600061002178649314e-02,3.184400871459695109e-02,3.640588235294117680e-02,4.185808278867101523e-02,4.639093681917211276e-02,4.863054466230935791e-02,5.682614379084967998e-02,5.002309368191720784e-02,5.025272331154684302e-02,5.123991285403049767e-02,4.841398692810457149e-02,4.238662309368192160e-02,3.959080610021786101e-02,4.049860566448801324e-02,4.175424836601306783e-02,4.082640522875816830e-02,3.710065359477123653e-02,3.232740740740741581e-02,3.567786492374728363e-02,2.955481481481481501e-02,2.584143790849673106e-02,2.438971677559912191e-02,2.474331154684095493e-02,2.368026143790849525e-02,2.600061002178649314e-02
2.808108932461873819e-02,3.194971677559912265e-02,3.798466230936819316e-02,4.340649237472767041e-02,4.619751633986927258e-02,4.843716775599127972e-02,5.682614379084967998e-02,4.864862745098039176e-02,4.937302832244008094e-02,5.030888888888888910e-02,4.810801742919390556e-02,4.197342047930283093e-02,3.915416122004356653e-02,4.013991285403049197e-02,4.026122004357299278e-02,3.967651416122004032e-02,3.556222222222222423e-02,3.222361655773420958e-02,3.567786492374728363e-02,3.088392156862745583e-02,2.691407407407407290e-02,2.511895424836600721e-02,2.508535947712418196e-02,2.553956427015250524e-02,2.808108932461873819e-02
2.993429193899781876e-02,3.255294117647059005e-02,3.993307189542483204e-02,4.414501089324618377e-02,4.613978213507624604e-02,4.767694989106753545e-02,5.682614379084967998e-02,4.775098039215685403e-02,4.788444444444443782e-02,4.792440087145969502e-02,4.641485838779955964e-02,4.023320261437908496e-02,3.756440087145969386e-02,3.752387799564269738e-02,3.789999999999999619e-02,3.730357298474945571e-02,3.377333333333333576e-02,3.216832244008714647e-02,3.567786492374728363e-02,3.147490196078431279e-02,2.803668845315903865e-02,2.760627450980392139e-02,2.760409586056644660e-02,2.772575163398692533e-02,2.993429193899781876e-02
3.141172113289760620e-02,3.314901960784313872e-02,4.009119825708060136e-02,4.415773420479302686e-02,4.553150326797384545e-02,4.753943355119825270e-02,5.682614379084967998e-02,4.825747276688453075e-02,4.568971677559911793e-02,4.540078431372548268e-02,4.322928104575163993e-02,3.824152505446622857e-02,3.503904139433550863e-02,3.429612200435729757e-02,3.424078431372549330e-02,3.448143790849673290e-02,3.304461873638344510e-02,3.256522875816993817e-02,3.567786492374728363e-02,3.247760348583877271e-02,3.043799564270152636e-02,3.021690631808278751e-02,3.033882352941176530e-02,2.867137254901960461e-02,3.141172113289760620e-02
3.220562091503267887e-02,3.355058823529410983e-02,3.977006535947712890e-02,4.331172113289760012e-02,4.441986928104575683e-02,4.629651416122003427e-02,5.682614379084967998e-02,4.904422657952068471e-02,4.563912854030500316e-02,4.358169934640523241e-02,4.068675381263616581e-02,3.628649237472766909e-02,3.690043572984749720e-02,3.372631808278866994e-02,3.394814814814814397e-02,3.362135076252723703e-02,3.250596949891067927e-02,3.290161220043572726e-02,3.567786492374728363e-02,3.373494553376905902e-02,3.212575163398692646e-02,3.239067538126361168e-02,3.240139433551197934e-02,3.121159041394335615e-02,3.220562091503267887e-02
3.034893246187363863e-02,3.375773420479303427e-02,4.050026143790849686e-02,4.348771241830064888e-02,4.430244008714596254e-02,4.575982570806100963e-02,5.682614379084967998e-02,4.900331154684096913e-02,4.811803921568626879e-02,4.538967320261437510e-02,4.085934640522875805e-02,3.549045751633986973e-02,3.451050108932461613e-02,3.028427015250544432e-02,3.132596949891067184e-02,3.153647058823529081e-02,3.172448801742919211e-02,3.212710239651415944e-02,3.567786492374728363e-02,3.405986928104574873e-02,3.274684095860565941e-02,3.266339869281045805e-02,3.360156862745097839e-02,3.145873638344226508e-02,3.034893246187363863e-02
3.392274509803921284e-02,3.631877995642701640e-02,4.230352941176470510e-02,4.469211328976034625e-02,4.560928104575163317e-02,4.585050108932461205e-02,5.682614379084967998e-02,4.893058823529410767e-02,4.756941176470588090e-02,4.609747276688453549e-02,4.156915032679737998e-02,3.575938997821350579e-02,3.176091503267973459e-02,2.866566448801742897e-02,2.838522875816993155e-02,2.812313725490195662e-02,2.892801742919389602e-02,3.231376906318082776e-02,3.567786492374728363e-02,3.325860566448801681e-02,3.396723311546841206e-02,3.509925925925926060e-02,3.542396514161219589e-02,3.412108932461873495e-02,3.392274509803921284e-02
3.576989106753812597e-02,3.891333333333333450e-02,4.370758169934640253e-02,4.629677559912854373e-02,4.650339869281046312e-02,4.707995642701524874e-02,5.682614379084967998e-02,4.823381263616557946e-02,4.758178649237472524e-02,4.451071895424836555e-02,3.979629629629628795e-02,3.425394335511982441e-02,2.967054466230936369e-02,2.603119825708061219e-02,2.569747276688453055e-02,2.529782135076252825e-02,2.687037037037036738e-02,3.244309368191720944e-02,3.567786492374728363e-02,3.381538126361655072e-02,3.661808278867102057e-02,3.781507625272331058e-02,3.775542483660131177e-02,3.712718954248365316e-02,3.576989106753812597e-02
